~！($	~！($
b ！ .~$—~~🚧	b ！ .~$—~~🚧
！~.( ~€ ⹏！~~ a~b	！<del>.( ~€ ⹏！~~ a</del>b
—. $(~b🚧—a(~	—. $(<del>b🚧—a(</del>
~！—~~~b€ 1🚧	~！—~~~b€ 1🚧
⹏⹏ b  ~b ！　11$	⹏⹏ b  ~b ！　11$
~b#€a	~b#€a
~  ab！ ~€~~~	~  ab！ ~€~~~
b ~ a ab！🚧	b ~ a ab！🚧
⹏( #~~—！—.a~a(€	⹏( #~~—！—.a~a(€
b ~a#)$	b ~a#)$
~ ~b~b~~ 1~1~b~	~ <del>b</del>b~~ 1<del>1</del>b~
1⹏1~ ~b~🚧 ~a—	1⹏1~ <del>b</del>🚧 ~a—
b~b·~~b··⹏	b~b·~~b··⹏
#€~ .1€.~1)a(~1$	#€~ .1€.~1)a(~1$
a€~~ ~·	a€~~ ~·
a ~a#	a ~a#
·~€( )	·~€( )
~！⹏　🚧 🚧	~！⹏　🚧 🚧
b~(⹏ ~  ~ 🚧⹏a　1~	b~(⹏ ~  ~ 🚧⹏a　1~
！　  .  $~~~ ！	！　  .  $~~~ ！
~~🚧 🚧# #·a	~~🚧 🚧# #·a
$ ~a1.a.~~a~~b ⹏	$ ~a1.a.<del>a</del>b ⹏
~1 ~a$b~⹏	<del>1 </del>a$b~⹏
.a~b)	.a~b)
1  ~  b—　~	1  ~  b—　~
1 ~🚧€🚧🚧.—1a—a€#	1 ~🚧€🚧🚧.—1a—a€#
·~~#ab€b  —	·~~#ab€b  —
—~b baa！a~	—<del>b baa！a</del>
~a~ b1 ·~.€ ·	<del>a</del> b1 ·~.€ ·
~€b b .！	~€b b .！
！a~€b~a  ~#	！a<del>€b</del>a  ~#
~⹏	~⹏
—~#·~！ .~( 🚧a	—<del>#·</del>！ .~( 🚧a
~~ ~b$	~~ ~b$
~€~	<del>€</del>
a#~~~.！1 .⹏~	a#~~~.！1 .⹏~
€~b —#)~#—··$—(	€<del>b —#)</del>#—··$—(
a~~！( ~ ~b##	a~~！( ~ ~b##
~(a—$ €~	<del>(a—$ €</del>
~1	~1
🚧a~~ —(a#b—1	🚧a~~ —(a#b—1
1$~~~1 a~~	1$~~~1 a~~
⹏　 a  ~)~！~⹏~·~！	⹏　 a  <del>)</del>！<del>⹏</del>·~！
b 11$~.~	b 11$<del>.</del>
—~~$a ~b 🚧	—~~$a ~b 🚧
b~~ €b~~ ·.)(	b<del> €b</del> ·.)(
~~⹏	~~⹏
#b~·	#b~·
~ 1$~(！~ #·~ ⹏~	~ 1$<del>(！</del> #·~ ⹏~
.# .a€b((⹏$(　~⹏	.# .a€b((⹏$(　~⹏
.🚧 ~#⹏—	.🚧 ~#⹏—
~ ~#	<del> </del>#
~~—	~~—
$⹏a！~a a ~ 🚧.~	$⹏a！~a a <del> 🚧.</del>
~.⹏b~€#b(b~ ~b~	<del>.⹏b</del>€#b(b~ <del>b</del>
~  a~b 　 ~()~~	~  a~b 　 ~()~~
#$b—$⹏—~·~~~1a	#$b—$⹏—~·~~~1a
·a€ 🚧~~~	·a€ 🚧~~~
b~ b	b~ b
)~~ b！	)~~ b！
！€~~	！€~~
~ ！·.$	~ ！·.$
~🚧$ ~b#	~🚧$ ~b#
1 ~~)	1 ~~)
( ~€　bb⹏	( ~€　bb⹏
~—~ abaa  b	<del>—</del> abaa  b
1 ) ~ €~)  —~b	1 ) ~ €~)  —~b
⹏—~ab~	⹏—<del>ab</del>
aa⹏b1$b. )~$~  1	aa⹏b1$b. )<del>$</del>  1
~(~  　🚧1~　1b~	<del>(</del>  　🚧1~　1b~
~　~~a) ~b a .~	~　~~a) <del>b a .</del>
$  ~.　(—	$  ~.　(—
.—  a　 ~(	.—  a　 ~(
~.#	~.#
aa ~🚧~.🚧	aa <del>🚧</del>.🚧
a！#a——(！  ~(🚧1~	a！#a——(！  <del>(🚧1</del>
)~~	)~~
#b#🚧　 ~~ b🚧~—	#b#🚧　 ~~ b🚧~—
·~~ 　~	·~~ 　~
~ b~	~ b~
a⹏　 　~~·　~—~~a	a⹏　 　~~·　~—~~a
~·！	~·！
~a~~	~a~~
⹏　)€⹏ —$ ~~	⹏　)€⹏ —$ ~~
—$🚧~€€~ $	—$🚧<del>€€</del> $
€ ~~$~#~.1 €~	€ ~~$<del>#</del>.1 €~
—~　 ~ $—#！~1⹏b	—~　 ~ $—#！~1⹏b
~ a(	~ a(
~—1€⹏~~—)	~—1€⹏~~—)
a ~€~！$~b！$€ — ~	a <del>€</del>！$<del>b！$€ — </del>
1 1~	1 1~
€　(~·！$·b	€　(~·！$·b
b1. $ ~~.#b⹏$ b	b1. $ ~~.#b⹏$ b
$~　🚧　··~b	$~　🚧　··~b
)ba~.( 1 $~#b　~	)ba~.( 1 $~#b　~
~~—~~	<del>—</del>
(🚧　(~(a~~(a(1)	(🚧　(~(a~~(a(1)
1！~a ~~a	1！~a ~~a
🚧··)#⹏1~~~1 a1a！	🚧··)#⹏1~~~1 a1a！
！— $~~—( 1 ~.	！— $~~—( 1 ~.
~b　⹏~~b€	~b　⹏~~b€
~ ·~ —⹏	<del> ·</del> —⹏
b1~~⹏ ~ ⹏a	b1~~⹏ ~ ⹏a
€b~##b·	€b~##b·
·)~€~— ~	·)<del>€</del>— ~
~⹏ b.	~⹏ b.
~ 　  ！　b.~~#(　1	~ 　  ！　b.~~#(　1
~b#b~	<del>b#b</del>
~~ b1~	~~ b1~
⹏b#~a.#~)	⹏b#<del>a.#</del>)
b~(⹏　 1	b~(⹏　 1
.b—·~　€1 ~~(1⹏	.b—·~　€1 ~~(1⹏
~.b🚧(~🚧—	~.b🚧(~🚧—
1⹏~ 　a~~·~b.	1⹏~ 　a~~·~b.
🚧~—a~~(€	🚧~—a~~(€
$a🚧1$~ ~#1！~~ ~	$a🚧1$<del> </del>#1！~~ ~
~~.a⹏　€(€b()$~	~~.a⹏　€(€b()$~
(·！~	(·！~
(⹏🚧(🚧)~a~#~€~$b	(⹏🚧(🚧)<del>a</del>#<del>€</del>$b
)(~a·！	)(~a·！
~⹏b  a.€1~€~~~~	<del>⹏b  a.€1</del>€~~~~
~. ~ b€)	~. ~ b€)
1  ~b€€	1  ~b€€
⹏~b1	⹏~b1
~——— —~b  —	~——— —~b  —
a~🚧	a~🚧
🚧a~~ (	🚧a~~ (
.·　.~⹏🚧)b	.·　.~⹏🚧)b
~~·　🚧~~	<del>·　🚧</del>
€a a~~#~1	€a a~~#~1
— ~！	— ~！
ab~·	ab~·
~~ # ！~.#~⹏ ·	~~ # ！~.#~⹏ ·
！ ~~#~·~🚧a #—(€1	！ ~~#~·~🚧a #—(€1
·　⹏€b~⹏    ~b　·	·　⹏€b~⹏    ~b　·
·— 1~	·— 1~
·~ ！#( € ！€⹏	·~ ！#( € ！€⹏
$~.b⹏	$~.b⹏
~~1$~~1)！€	~~1$~~1)！€
#·(ba 　⹏(  1~)	#·(ba 　⹏(  1~)
a#~🚧~ ~.~$！	a#<del>🚧</del> ~.~$！
1~a~~　~！ ~🚧 🚧b~	1<del>a~~　<del>！ </del>🚧 🚧b</del>
€a$~⹏！aaa$🚧1	€a$~⹏！aaa$🚧1
b — 　b！(~(($~　！	b — 　b！(<del>(($</del>　！
~(b	~(b
#)#~bb()！b~	#)#<del>bb()！b</del>
(€) ~ — 🚧 $~~	(€) ~ — 🚧 $~~
~~ #b()$	~~ #b()$
~aa~	<del>aa</del>
— ba)~b1#！	— ba)~b1#！
⹏~！~	⹏~！~
~ ·	~ ·
~—~~~$(~~	~—~~~$(~~
.~ ~~！！　$— ~	.~ ~~！！　$— ~
—~1 ~ba€　 ~~	—~1 ~ba€　 ~~
—🚧🚧⹏~~	—🚧🚧⹏~~
a·#⹏~ 1)~·a ~· 🚧	a·#⹏~ 1)~·a ~· 🚧
(.)~#	(.)~#
· ~(⹏ b b	· ~(⹏ b b
#((~b	#((~b
· · € b　b🚧~~	· · € b　b🚧~~
⹏) €~ —·	⹏) €~ —·
a~~b~—~ ~	a~~b~—<del> </del>
~#.	~#.
~aa.·！  ~a~#	<del>aa.·！  </del>a~#
🚧)⹏1~⹏~	🚧)⹏1<del>⹏</del>
~$~b€·	~$~b€·
1~1	1~1
1a~a	1a~a
~ ⹏( €~ ~ ~baa~	~ ⹏( €~ ~ <del>baa</del>
·~　 (	·~　 (
1)1~$	1)1~$
b~..~a~ (~€	b~..<del>a</del> (~€
~ ))~—	~ ))~—
~ ~$	~ ~$
b·~~·#！·~~	b·<del>·#！·</del>
~$	~$
~)—~a )(~€ ~	~)—~a )(~€ ~
~　  b~🚧—a	~　  b~🚧—a
⹏#~~€~1a.	⹏#~~€~1a.
——a~	——a~
~—1 ~~~	~—1 ~~~
！⹏~~  ~🚧	！⹏~~  ~🚧
·~b　($b~·	·<del>b　($b</del>·
$#$~	$#$~
)⹏ ~⹏　~·11~#~b	)⹏ ~⹏　<del>·11</del>#~b
$　~⹏~1·⹏)	$　<del>⹏</del>1·⹏)
~　~ ~~	~　~ ~~
🚧€~	🚧€~
！b a·~~$a🚧·🚧a~ba	！b a·~~$a🚧·🚧a~ba
a~$	a~$
··~~ .~  ~ ~·bb~	··~~ .~  ~ <del>·bb</del>
—a) ~~. (#~	—a) ~~. (#~
€ .~ ~~$	€ .~ ~~$
~~bb	~~bb
🚧)~ a—.⹏·⹏~	🚧)~ a—.⹏·⹏~
⹏~⹏a⹏	⹏~⹏a⹏
b  b~🚧€~~ €$ — ~	b  b~🚧€~~ €$ — ~
$€b 🚧.~1~~a~~b·	$€b 🚧.~1<del>a</del>b·
~1~#.🚧b🚧	<del>1</del>#.🚧b🚧
~~b！$	~~b！$
b~！！.· ~a	b~！！.· ~a
b！€)！~€~　€)#—	b！€)！<del>€</del>　€)#—
$€€.a~　b $ €b	$€€.a~　b $ €b
b)~·b ~~#). —b1	b)~·b ~~#). —b1
~！~~.b~$b⹏　　！	<del>！~~.b</del>$b⹏　　！
—a⹏！)a b). ~a# (	—a⹏！)a b). ~a# (
~ 　€ ~ ⹏！—$~~⹏~	~ 　€ ~ ⹏！—$~~⹏~
b~(⹏	b~(⹏
)~b~~⹏$🚧.a€~	)<del>b~~⹏$🚧.a€</del>
)~. .#🚧b	)~. .#🚧b
..b⹏🚧1~　€·~1🚧·~€	..b⹏🚧1~　€·~1🚧·~€
⹏⹏~~~🚧 ~·	⹏⹏~~~🚧 ~·
—1~—a~( #).	—1~—a~( #).
#！　~#🚧(⹏	#！　~#🚧(⹏
#~b$1a$a~　 .a~ ~	#<del>b$1a$a</del>　 .a~ ~
~🚧ab！—a　 a	~🚧ab！—a　 a
bb　€ ~~b~(	bb　€ ~~b~(
~~#~# ~(	~~#~# ~(
1b　⹏#  ⹏#b~	1b　⹏#  ⹏#b~
~ ###	~ ###
⹏.⹏ ~~	⹏.⹏ ~~
#🚧)#)€·~🚧b$·..	#🚧)#)€·~🚧b$·..
(~ ⹏##	(~ ⹏##
)~baa　b	)~baa　b
( b~—~🚧 🚧(a.#1a	( b~—~🚧 🚧(a.#1a
.~⹏)	.~⹏)
a~.~ ~	a~.~ ~
€(~.　—　b ！~  b	€(<del>.　—　b ！</del>  b
(€！　.🚧a ⹏ ~#~.	(€！　.🚧a ⹏ <del>#</del>.
a　⹏($b~	a　⹏($b~
a~b	a~b
.· a$€~~—aa！	.· a$€~~—aa！
—~b	—~b
(~$1	(~$1
~~. (~b~~~.	~~. (~b~~~.
.1~🚧🚧	.1~🚧🚧
b ~·.  ~⹏~ — ~	b ~·.  <del>⹏</del> — ~
#—🚧~#. ($.🚧)€~.~	#—🚧~#. ($.🚧)€~.~
~·b~~	~·b~~
€)~　—)🚧~！	€)~　—)🚧~！
€€⹏ # €—~　€⹏~ ~	€€⹏ # €—~　€⹏~ ~
$~！ ⹏	$~！ ⹏
~·~~·)~　b！a€~ .)	<del>·~~·)</del>　b！a€~ .)
.⹏~~#	.⹏~~#
🚧a.b  ~ bb	🚧a.b  ~ bb
bb1！b#1b .a 1🚧~	bb1！b#1b .a 1🚧~
~　 ~b~~	~　 ~b~~
~#a~~a 🚧~(—	<del>#a~~a 🚧</del>(—
~€a 　·~1 · b €	~€a 　·~1 · b €
1) ~	1) ~
！~.~~~🚧)))ab)b⹏(	！~.~~~🚧)))ab)b⹏(
！(~1！　　$a~！1　⹏	！(<del>1！　　$a</del>！1　⹏
~~ .🚧	~~ .🚧
1！🚧b€ 🚧~b.b~  b	1！🚧b€ 🚧<del>b.b</del>  b
！⹏~	！⹏~
a—) ·⹏ b~# ~	a—) ·⹏ b~# ~
！ a~~a)—·a~	！ a~~a)—·a~
a~	a~
#~·$a b	#~·$a b
b 1~a€	b 1~a€
⹏~.b ~)~1 #  ~	⹏~.b ~)~1 #  ~
~1a~a	<del>1a</del>a
~~ ~ ！)	~~ ~ ！)
#1~b a~~#	#1~b a~~#
€~·—— ！ 　　~$	€~·—— ！ 　　~$
€　~	€　~
🚧　a！~1—	🚧　a！~1—
€　  a~a$#~—#	€　  a<del>a$#</del>—#
—(~ .~#—	—(~ .~#—
1~ b！)	1~ b！)
€~ ·🚧.~ a)🚧1	€<del> ·🚧.</del> a)🚧1
~)·—🚧~.~b！$—！a—~	<del>)·—🚧</del>.<del>b！$—！a—</del>
~~   b$ ~~！⹏~a—⹏	~~   b$ ~~！⹏~a—⹏
~·⹏~b🚧ba b~	<del>·⹏</del>b🚧ba b~
！—~~·b	！—~~·b
~ —#~  ！(	~ —#~  ！(
· a ~~.~~——	· a <del>.</del>——
~.)$🚧	~.)$🚧
1~　1~	1~　1~
$ ~.b~　~🚧#　€	$ <del>.b</del>　~🚧#　€
$~ (~	$~ (~
！ ！~b　a)·.1~！	！ ！<del>b　a)·.1</del>！
🚧⹏~  b~.— ) ~aa·	🚧⹏~  b~.— ) ~aa·
b—)~！  (··~	b—)<del>！  (··</del>
~！ 　ba　a—~—$	<del>！ 　ba　a—</del>—$
#($~ ~~~ba—$~b—	#($~ ~~~ba—$~b—
( ~. ) #⹏$# · ~~	( ~. ) #⹏$# · ~~
( ) (~⹏⹏ 1🚧—b1	( ) (~⹏⹏ 1🚧—b1
—b(~)b€—$	—b(~)b€—$
b—$~ba~~⹏	b—$~ba~~⹏
1~b— )a~　~a~ b🚧！	1<del>b— )a</del>　<del>a</del> b🚧！
)—.~ $·	)—.~ $·
#)b　⹏ ⹏~ —$b ⹏a	#)b　⹏ ⹏~ —$b ⹏a
.~1 ⹏  ！b~	.<del>1 ⹏  ！b</del>
~— 　~#🚧(a🚧~)b1	~— 　<del>#🚧(a🚧</del>)b1
·—a~~~a🚧#·	·—a~~~a🚧#·
⹏ ·🚧~~) ba~ ！	⹏ ·🚧~~) ba~ ！
a ~()a$~ 1€b·	a <del>()a$</del> 1€b·
~~( €~~a##	<del>( €</del>a##
#~.1~ )~·b⹏.~🚧ab	#<del>.1</del> )~·b⹏.~🚧ab
~~ .🚧🚧 ~⹏a.	~~ .🚧🚧 ~⹏a.
(b~b€a⹏ b~~！1	(b~b€a⹏ b~~！1
~~·！ ~a—b	~~·！ ~a—b
— ~a	— ~a
1⹏~	1⹏~
🚧—b€)~ab  ~a.b	🚧—b€)~ab  ~a.b
~⹏  　(	~⹏  　(
(🚧~)#  a	(🚧~)#  a
~~！a⹏a🚧)~.	~~！a⹏a🚧)~.
~ ~##—a⹏~(.	~ <del>##—a⹏</del>(.
).1(a！~b~！	).1(a！<del>b</del>！
⹏)~a~ b~	⹏)<del>a</del> b~
a⹏！~b~~a	a⹏！~b~~a
ba# ~	ba# ~
$ ~ #·！—~—(	$ ~ #·！—~—(
~a—  a⹏~~)b！.)(	~a—  a⹏~~)b！.)(
€b~~⹏~~~~€~~—a	€b<del>⹏~~~~€</del>—a
~bb~.⹏ ~—b)€1	<del>bb</del>.⹏ ~—b)€1
~€ 　 .b1.~！(	<del>€ 　 .b1.</del>！(
！€~1a€ ~~——~a ~$	！€~1a€ ~~——~a ~$
！🚧)) $€b~	！🚧)) $€b~
~1b·~	<del>1b·</del>
🚧$ ！·⹏~！	🚧$ ！·⹏~！
a#~)~⹏—⹏ ~$~~ 🚧	a#~)<del>⹏—⹏ </del>$~~ 🚧
b . ~· a	b . ~· a
a~~	a~~
.1~·	.1~·
) ~ 　(a b	) ~ 　(a b
.⹏~~~ €⹏b⹏. ！⹏	.⹏~~~ €⹏b⹏. ！⹏
~—$b€	~—$b€
！  ~ab)！b~~b	！  ~ab)！b~~b
~€$~)~ €~b1~	<del>€$</del>)~ €<del>b1</del>
~~   ~b#~—a  a	~~   <del>b#</del>—a  a
·a $€~1.	·a $€~1.
~ ~ a	~ ~ a
~#~ a1	<del>#</del> a1
🚧~ ~~~b.$ .aa	🚧~ ~~~b.$ .aa
~~#~ a(—🚧 b $~€	~~#~ a(—🚧 b $~€
—b　 ~~~€ba　1 ··	—b　 ~~~€ba　1 ··
€~~	€~~
~ a！ ( ⹏b$€1·)~	<del> a！ ( ⹏b$€1·)</del>
1~	1~
~a$·$.a€~ # €~ ⹏	<del>a$·$.a€</del> # €~ ⹏
b— b~.~)€·€	b— b~.~)€·€
#~1aa€~~  ) ~！ab	#~1aa€~~  ) ~！ab
a ba 🚧b　#~　b) ~	a ba 🚧b　#~　b) ~
1~$~ .a	1~$~ .a
a~1bb ~~！b~(	a~1bb ~~！b~(
€a！⹏b~$1~~	€a！⹏b~$1~~
1~~~~⹏a	1~~~~⹏a
~. 1#aa	~. 1#aa
a ·~ —	a ·~ —
$　#🚧~	$　#🚧~
🚧.~~~	🚧.~~~
)~ab.·b	)~ab.·b
~　1.	~　1.
(~$！$—	(~$！$—
b~·)a—~)	b~·)a—~)
~~.	~~.
⹏~.~~🚧⹏~　 ~⹏　　　—	⹏~.~~🚧⹏~　 ~⹏　　　—
~~b	~~b
a~$！~#—)) b	a~$！~#—)) b
~~). €~# ·€~🚧	~~). €~# ·€~🚧
(　—ba1~⹏ 1	(　—ba1~⹏ 1
ab€1~~	ab€1~~
⹏)€~1a€~)ba~	⹏)€<del>1a€</del>)ba~
($⹏b—·b·1 (~.€	($⹏b—·b·1 (~.€
~ $$~~$ €€   b~	<del> $$~~$ €€   b</del>
#(a 1a a~a·~	#(a 1a a<del>a·</del>
1 a~~	1 a~~
a1　( .~a	a1　( .~a
.~a！~⹏ $ab a	.~a！~⹏ $ab a
·~(　~)—~b—~　🚧~⹏a	·~(　<del>)—<del>b—</del>　🚧</del>⹏a
)$a🚧b~ )~	)$a🚧b<del> )</del>
~~) b· ⹏ ！$·11€	~~) b· ⹏ ！$·11€
a1！1€　！a(🚧~ (	a1！1€　！a(🚧~ (
ba~~·#~~	ba~~·#~~
a)1🚧~~b ( a.€	a)1🚧~~b ( a.€
#€$~~~€—~)€ 1.	#€$~~~€—~)€ 1.
~ ~#)！ba	<del> </del>#)！ba
~~！a€a~a€a~	~~！a€a<del>a€a</del>
#~$..)~1⹏🚧	#~$..)~1⹏🚧
~ —#(🚧#a	~ —#(🚧#a
⹏·1#—a#~🚧 ⹏　)　.	⹏·1#—a#~🚧 ⹏　)　.
~a).)~a	~a).)~a
~⹏#( —(b	~⹏#( —(b
#·！€　~~🚧—	#·！€　~~🚧—
~a$~€a1  b€b~~	~a$~€a1  b€b~~
~　—$·~(~a~$	~　—$·~(<del>a</del>$
)b#~.⹏~.#	)b#<del>.⹏</del>.#
~~⹏$ba$1 1  1	~~⹏$ba$1 1  1
€·(~1a€ ~	€·(~1a€ ~
—·a . ~1b.~ ！)🚧	—·a . <del>1b.</del> ！)🚧
aa🚧1🚧#a#b⹏！a~~~	aa🚧1🚧#a#b⹏！a~~~
)— ~	)— ~
#~1ba 1# ~~⹏b⹏~(	#~1ba 1# ~~⹏b⹏~(
~~ 🚧🚧~#) b~   €#	~~ 🚧🚧~#) b~   €#
()#~~~~—~~—~ ~	()#~~~~—~~—~ ~
~—	~—
(~·⹏ 🚧b　~ ~~($)	(~·⹏ 🚧b　~ ~~($)
！~—b	！~—b
~1    ~(	~1    ~(
~b .b~# ~b~~~€b	<del>b .b</del># ~b~~~€b
~🚧a~⹏a~	<del>🚧a</del>⹏a~
~~€$	~~€$
~a~	<del>a</del>
(⹏~~(b	(⹏~~(b
~ b	~ b
(1.1 ab)~~	(1.1 ab)~~
~  ！ b.) ~~~⹏·	~  ！ b.) ~~~⹏·
b~#  ~~€a~€	b~#  ~~€a~€
⹏~)🚧)	⹏~)🚧)
⹏··~ .！~　.$~	⹏··~ .！~　.$~
#~　)  $！ €~(—a	#~　)  $！ €~(—a
🚧a ~.	🚧a ~.
#ab~..€~ ~	#ab~..€~ ~
~$ab~ ~#a~b~(	<del>$ab</del> <del>#a</del>b~(
€ ~b🚧~()	€ <del>b🚧</del>()
b ~1~$— 1　🚧🚧	b <del>1</del>$— 1　🚧🚧
！~	！~
ba~	ba~
€~🚧ab~~#　 b·	€~🚧ab~~#　 b·
b€$(⹏a$  ~⹏(	b€$(⹏a$  ~⹏(
b⹏)~	b⹏)~
—a~	—a~
a( a (#~~.　⹏	a( a (#~~.　⹏
$！a#b~1€　！€~ ~	$！a#b<del>1€　！€</del> ~
.~　a~  ~⹏b！$.🚧	.~　a~  ~⹏b！$.🚧
⹏#！ ~	⹏#！ ~
#~#！€	#~#！€
a#$ ！ ~~	a#$ ！ ~~
~~·！$—~.🚧  ~.a~	~~·！$—~.🚧  <del>.a</del>
~~ ⹏~	~~ ⹏~
🚧 　·· 1 ~(~！.€	🚧 　·· 1 <del>(</del>！.€
·~ 　$ 　　 1　a🚧🚧	·~ 　$ 　　 1　a🚧🚧
€ ~1　€	€ ~1　€
a🚧~ ~ ~·$.·🚧€~	a🚧~ ~ <del>·$.·🚧€</del>
a⹏.！~# ·#aab⹏)🚧1	a⹏.！~# ·#aab⹏)🚧1
$a .a1　~ a	$a .a1　~ a
)··　~1b.~b()	)··　~1b.~b()
) ~  €)	) ~  €)
⹏—aa ~.b	⹏—aa ~.b
~(！ $ )~)a —a⹏⹏#	<del>(！ $ )</del>)a —a⹏⹏#
€ ~—	€ ~—
#abb$))~ 　b1🚧a　#	#abb$))~ 　b1🚧a　#
1~##$~)·~a1 ~€a~	1~##$<del>)·<del>a1 </del>€a</del>
b$~ab#)  a~	b$<del>ab#)  a</del>
b🚧⹏~#€	b🚧⹏~#€
~1(	~1(
~$$ ~b	~$$ ~b
.  ~~⹏$	.  ~~⹏$
.(~~ 　))~b1—	.(~~ 　))~b1—
~a€#🚧€	~a€#🚧€
a~🚧·~)a  b~#	a<del>🚧·</del>)a  b~#
·(a~)~~🚧~~1b~#·！	·(a~)<del>🚧</del>1b~#·！
1！ #~！a$🚧(..  .	1！ #~！a$🚧(..  .
$🚧.# 🚧~	$🚧.# 🚧~
)⹏🚧  ~·b	)⹏🚧  ~·b
€$a~—　 b~~ ~€(a	€$a~—　 b~~ ~€(a
~！a	~！a
€(~€ )🚧)b —~a~	€(~€ )🚧)b —<del>a</del>
~　bb！b	~　bb！b
a· 1🚧b..~	a· 1🚧b..~
~~a⹏.$)aa—€⹏	~~a⹏.$)aa—€⹏
1~—a！⹏   🚧	1~—a！⹏   🚧
🚧 #€.·~€ ！b🚧 #~	🚧 #€.·<del>€ ！b🚧 #</del>
⹏~.$·	⹏~.$·
b~ € ~~a！1	b~ € ~~a！1
~  　1a	~  　1a
)$！~· ~ (~	)$！<del>· ~ (</del>
$ ~b·⹏ ⹏~.# ~—1(	$ <del>b·⹏ ⹏</del>.# ~—1(
a~.	a~.
~  (~€€a a$~	~  (<del>€€a a$</del>
⹏)(~　　！a~	⹏)(~　　！a~
$~~	$~~
🚧⹏~🚧€··	🚧⹏~🚧€··
.　a#b~—b)#~a#·.	.　a#b~—b)#~a#·.
(b.🚧 ⹏b~aa€~a	(b.🚧 ⹏b<del>aa€</del>a
b　　 €~—.  (	b　　 €~—.  (
a~)🚧~1€	a~)🚧~1€
~ .~(1 🚧  ⹏	~ .~(1 🚧  ⹏
$$$(——€ ~ €a~b)	$$$(——€ ~ €a~b)
~~a# ·#(.  ！	~~a# ·#(.  ！
~  $！··#~ ~	~  $！··#~ ~
( .~~b€	( .~~b€
aa~🚧⹏  ab~~🚧	aa~🚧⹏  ab~~🚧
a—~	a—~
~#~a~.~1(	~#<del>a</del>.~1(
a~~€　~   ⹏(　！b	a~~€　~   ⹏(　！b
a⹏a~€	a⹏a~€
$！~  　~ ~(—.b#	$！~  　~ ~(—.b#
a~—🚧~€$ —~aa	a~—🚧~€$ —~aa
b🚧)b　a⹏🚧~$⹏ ab~	b🚧)b　a⹏🚧~$⹏ ab~
~)€ —　a#(🚧~	<del>)€ —　a#(🚧</del>
#(~ b	#(~ b
.~~ ~€€	.~~ ~€€
·.~· ⹏~	·.<del>· ⹏</del>
b~·  baa🚧.a~	b~·  baa🚧.a~
🚧~	🚧~
⹏€　~·~a 　b	⹏€　~·~a 　b
⹏$~ —·~)~~~—	⹏$~ —·~)~~~—
— ..b ~~	— ..b ~~
！1⹏1·~~~.	！1⹏1·~~~.
！· #1)1#🚧a1~~	！· #1)1#🚧a1~~
.$·~ ~	.$·~ ~
~！$)·b)$⹏~！·(.~	<del>！$)·b)$⹏</del>！·(.~
a~bb# ·b(⹏a　~🚧🚧	a~bb# ·b(⹏a　~🚧🚧
—~！~a.))  ⹏ ·~	—~！<del>a.))  ⹏ ·</del>
~#ba~ ⹏~	<del>#ba</del> ⹏~
🚧b)　a ~ ~⹏b1)	🚧b)　a <del> </del>⹏b1)
~#(—  )⹏b)~#	<del>#(—  )⹏b)</del>#
a~€ba)~🚧	a~€ba)~🚧
b~a	b~a
$！~~~	$！~~~
~a$($#~#	<del>a$($#</del>#
·  a ~€aa#1€	·  a ~€aa#1€
(🚧1~a€.！ ~	(🚧1~a€.！ ~
~ · ⹏€	~ · ⹏€
$ ——~—~# ~ a	$ ——<del>—</del># ~ a
€.⹏( ~ ~	€.⹏( ~ ~
🚧€ ·))🚧(　 ⹏b$~~—	🚧€ ·))🚧(　 ⹏b$~~—
~$€(bb ~)$~~—	~$€(bb ~)$~~—
~$$　~ 　~~a~b  #	<del>$$　~ 　~~a</del>b  #
)~~~  b~！	)~~~  b~！
(🚧b#·)~   1·⹏🚧	(🚧b#·)~   1·⹏🚧
~. (！~a ~—€·$b	~. (！~a ~—€·$b
·$  ~~	·$  ~~
！.b(~ )  b#🚧~	！.b(<del> )  b#🚧</del>
b#！🚧1！~   1$	b#！🚧1！~   1$
~a ~🚧).1🚧~.~~	~a <del>🚧).1🚧</del>.~~
~·)·⹏  — $	~·)·⹏  — $
1—· b！　$~ —~	1—· b！　$~ —~
！$~ba$~a#b	！$~ba$~a#b
~bb~　a1 ·	<del>bb</del>　a1 ·
~ €1a$$#€	~ €1a$$#€
a1—🚧€ (#..！🚧#~	a1—🚧€ (#..！🚧#~
~~$ a(~·~ ·！	~~$ a(<del>·</del> ·！
$~　~a1⹏~·~a~·~.a	$~　<del>a1⹏</del>·<del>a</del>·~.a
~€€)	~€€)
a🚧~ 🚧	a🚧~ 🚧
！1　~~~ #b—#！b 1	！1　~~~ #b—#！b 1
~ ~~	~ ~~
b1⹏ $⹏~~ ~b	b1⹏ $⹏~~ ~b
~   )a~ ~~$ ——	~   )a~ ~~$ ——
#~bb🚧 —(⹏·	#~bb🚧 —(⹏·
— —1~⹏ $⹏	— —1~⹏ $⹏
a)(1~~	a)(1~~
)🚧~ ~~)b	)🚧~ ~~)b
—a！ ~b	—a！ ~b
🚧(⹏)1！).~a·　 b1⹏	🚧(⹏)1！).~a·　 b1⹏
)！ ~a.	)！ ~a.
($—~  ~！.a·(€	($—~  ~！.a·(€
~~b~  ( ~ b	~~b~  ( ~ b
~ 1~	~ 1~
！~  ⹏~1~	！~  ⹏<del>1</del>
b~b€~⹏—	b<del>b€</del>⹏—
